"開標日期","證券名稱","證券代號","發行市場","發行性質","競拍方式","投標開始日","投標結束日","競拍數量(張)","最低投標價格(元)","最低每標單投標數量(張)","最高投(得)標數量(張)","保證金成數(%)","每一投標單投標處理費(元)","撥券日期(上市、上櫃日期)","主辦券商","得標總金額(元)","得標手續費率(%)","總合格件","合格投標數量(張)","最低得標價格(元)","最高得標價格(元)","得標加權平均價格(元)","實際承銷價格(元)","取消競價拍賣(流標或取消)","source_file","承銷價格(元)"
"2025-07-29","星亞","7753","櫃檯買賣","初上櫃","美國標","2025/07/23","2025/07/25","1,972","38.79","1","256","50","400","2025/08/07","凱基","0","5.0","0","0","0","0","0","0.0","","114.csv",""
"2025-07-28","凌航","3135","集中交易市場","初上市","美國標","2025/07/22","2025/07/24","6,202","22.95","1","825","50","400","2025/08/06","統一","0","5.0","0","0","0","0","0","0.0","","114.csv",""
"2025-07-28","正德八","26418","櫃檯買賣","無擔保轉換公司債","美國標","2025/07/22","2025/07/24","7,020","100.5","1","702","50","400","2025/08/06","群益金鼎","0","0.5","0","0","0","0","0","0.0","","114.csv",""
"2025-07-28","大量二","31672","櫃檯買賣","無擔保轉換公司債","美國標","2025/07/22","2025/07/24","4,661","100","1","466","50","400","2025/08/06","福邦","0","0.5","0","0","0","0","0","0.0","","114.csv",""
"2025-07-25","弘塑二","31312","櫃檯買賣","無擔保轉換公司債","美國標","2025/07/21","2025/07/23","8,500","103","1","850","50","400","2025/08/05","凱基","0","0.5","0","0","0","0","0","0.0","","114.csv",""
"2025-07-24","進典一","68431","櫃檯買賣","無擔保轉換公司債","美國標","2025/07/18","2025/07/22","2,700","101","1","270","50","400","2025/08/04","永豐金","0","0.5","0","0","0","0","0","0.0","","114.csv",""
"2025-07-24","大井泵浦二","69822","櫃檯買賣","無擔保轉換公司債","美國標","2025/07/18","2025/07/22","1,709","100","1","170","50","400","2025/08/04","永豐金","0","0.5","0","0","0","0","0","0.0","","114.csv",""
"2025-07-23","福貞三KY","84113","櫃檯買賣","有擔保轉換公司債","美國標","2025/07/17","2025/07/21","10,200","100","1","1,020","50","400","2025/08/01","台新","0","0.5","0","0","0","0","0","0.0","","114.csv",""
"2025-07-18","微程式","7721","集中交易市場","初上市","美國標","2025/07/14","2025/07/16","3,613","43.8","1","461","50","400","2025/07/29","富邦","251,405,230","5.0","1,909","20,702","67","90","69.58","53.0","","114.csv",""
"2025-07-18","碩網","7547","櫃檯買賣","初上櫃","美國標","2025/07/14","2025/07/16","2,624","50","1","327","50","400","2025/07/29","永豐金","250,628,520","5.0","2,602","19,282","93","104.35","95.51","60.0","","114.csv",""
"2025-07-17","大樹三","64693","櫃檯買賣","無擔保轉換公司債","美國標","2025/07/11","2025/07/15","8,650","100","1","865","50","400","2025/07/28","國泰","884,000,790","0.5","462","23,446","101.51","109","102.2","102.2","","114.csv",""
"2025-07-17","竣邦一KY","44421","櫃檯買賣","無擔保轉換公司債","美國標","2025/07/11","2025/07/15","1,275","100","1","127","50","400","2025/07/28","台新","127,965,450","0.5","64","1,445","100","103.1","100.37","100.37","","114.csv",""
"2025-07-02","昕奇雲端","7747","櫃檯買賣","初上櫃","美國標","2025/06/26","2025/06/30","2,584","82.76","1","333","50","400","2025/07/11","凱基","354,608,550","5.0","3,252","22,156","134.01","150","137.23","96.0","","114.csv",""
"2025-06-19","華建四","25304","櫃檯買賣","無擔保轉換公司債","美國標","2025/06/13","2025/06/17","7,180","100","1","718","50","400","2025/06/30","凱基","720,685,010","0.5","174","9,585","100","110","100.37","100.37","","114.csv",""
"2025-06-19","汎德永業二","22472","櫃檯買賣","無擔保轉換公司債","美國標","2025/06/13","2025/06/17","8,500","101","1","850","50","400","2025/06/30","群益金鼎","870,139,750","0.5","360","17,324","101.55","200","102.37","102.37","","114.csv",""
"2025-06-17","倉和一","65381","櫃檯買賣","無擔保轉換公司債","美國標","2025/06/11","2025/06/13","2,550","101","1","255","50","400","2025/06/26","統一","261,474,780","0.7","137","3,433","101.3","106.22","102.54","102.54","","114.csv",""
"2025-06-11","聚隆四","14664","櫃檯買賣","有擔保轉換公司債","美國標","2025/06/05","2025/06/09","3,400","100","1","340","50","400","2025/06/20","國票","350,570,440","0.5","87","5,417","101","108","103.11","103.11","","114.csv",""
"2025-06-06","順德一","23511","櫃檯買賣","無擔保轉換公司債","美國標","2025/06/02","2025/06/04","10,200","100","1","1,020","50","400","2025/06/17","台新","1,042,239,420","0.5","279","14,593","100.14","107.51","102.18","102.18","","114.csv",""
"2025-06-05","熙特爾","7740","創新板","創新板初上市","美國標","2025/05/29","2025/06/03","2,720","130","1","272","50","400","2025/06/16","永豐金","483,225,350","5.0","1,338","6,765","170.28","200","177.66","149.5","","114.csv",""
"2025-06-05","碩天三","36173","櫃檯買賣","無擔保轉換公司債","美國標","2025/05/29","2025/06/03","12,750","100","1","1,275","50","400","2025/06/16","富邦","889,471,690","0.5","185","8,825","100","270","100.79","100.0","","114.csv",""
"2025-06-04","健策五","36535","櫃檯買賣","無擔保轉換公司債","美國標","2025/05/28","2025/06/02","17,012","105","1","1,701","50","400","2025/06/13","富邦","1,843,635,280","0.5","603","33,082","106.61","200","108.37","108.37","","114.csv",""
"2025-06-04","意騰-KY","7749","集中交易市場","第一上市初上市","美國標","2025/05/28","2025/06/02","3,719","297.3","1","464","50","400","2025/06/13","元大","1,620,692,780","5.0","2,792","23,804","404.44","680","435.79","330.0","","114.csv",""
"2025-05-29","愛派司","6918","集中交易市場","初上市","美國標","2025/05/23","2025/05/27","2,788","62.5","1","358","50","400","2025/06/10","統一","237,619,320","5.0","1,912","14,505","83","92","85.23","75.0","","114.csv",""
"2025-05-28","氣立四","45554","櫃檯買賣","有擔保轉換公司債","美國標","2025/05/22","2025/05/26","4,250","102","1","425","50","400","2025/06/09","富邦","354,244,830","0.5","84","4,130","102","107.11","103.28","102.0","","114.csv",""
"2025-05-20","三洋實業二","14722","櫃檯買賣","有擔保轉換公司債","美國標","2025/05/14","2025/05/16","2,550","100","1","255","50","400","2025/05/29","台新","282,319,570","0.5","274","8,382","108.36","115.4","110.71","110.71","","114.csv",""
"2025-05-19","意藍","6925","櫃檯買賣","初上櫃","美國標","2025/05/13","2025/05/15","1,645","39.48","1","210","50","400","2025/05/28","凱基","86,704,470","5.0","1,013","13,273","50.55","115","52.71","45.8","","114.csv",""
"2025-05-19","兆聯實業","6944","集中交易市場","初上市","美國標","2025/05/13","2025/05/15","4,911","225.86","1","613","50","400","2025/05/28","富邦","1,564,789,380","5.0","3,764","21,959","310","368","318.63","262.0","","114.csv",""
"2025-05-19","迎廣二","61172","櫃檯買賣","無擔保轉換公司債","美國標","2025/05/13","2025/05/15","4,250","100","1","425","50","400","2025/05/28","台新","470,622,160","0.5","321","10,534","108.5","120","110.73","110.73","","114.csv",""
"2025-05-16","生合","1295","櫃檯買賣","初上櫃","美國標","2025/05/12","2025/05/14","2,122","46.31","1","268","50","400","2025/05/27","台新","125,838,590","5.0","1,047","12,180","57.8","68","59.3","56.5","","114.csv",""
"2025-05-13","昶瑞機電","7642","櫃檯買賣","初上櫃","美國標","2025/05/07","2025/05/09","2,483","58.05","1","335","50","400","2025/05/22","富邦","181,493,290","5.0","1,068","13,229","71.11","100","73.09","66.18","","114.csv",""
"2025-05-12","創控","6909","集中交易市場","初上市","美國標","2025/05/06","2025/05/08","4,135","25","1","516","50","400","2025/05/21","國泰","153,764,300","5.0","1,060","12,603","34.5","58.7","37.19","32.0","","114.csv",""
"2025-05-09","金利食安","7743","櫃檯買賣","初上櫃","美國標","2025/05/05","2025/05/07","2,246","25","1","283","50","400","2025/05/20","凱基","73,044,260","5.0","775","10,468","30.7","37.01","32.52","28.0","","114.csv",""
"2025-05-09","久禾光","6498","櫃檯買賣","初上櫃","美國標","2025/05/05","2025/05/07","3,808","60","1","491","50","400","2025/05/20","宏遠","288,397,270","5.0","949","14,380","72.5","84.1","75.73","72.0","","114.csv",""
"2025-05-07","GOGOLOOK-創","6902","集中交易市場","創新板轉列上市","美國標","2025/04/30","2025/05/05","2,262","50","1","282","50","400","2025/05/16","元大","163,762,140","5.0","981","9,439","66","99","72.4","65.0","","114.csv",""
"2025-04-28","立誠","6597","櫃檯買賣","初上櫃","美國標","2025/04/22","2025/04/24","2,516","76.8","1","319","50","400","2025/05/08","福邦","217,821,590","2.5","547","6,651","79.01","102","86.57","86.57","","114.csv",""
"2025-04-21","築間","7723","櫃檯買賣","初上櫃","美國標","2025/04/15","2025/04/17","3,251","40.18","1","416","50","400","2025/04/30","凱基","150,971,040","5.0","668","11,813","45","60","46.44","45.0","","114.csv",""
"2025-04-17","永鴻生技","6936","集中交易市場","初上市","美國標","2025/04/11","2025/04/15","4,623","24.15","1","664","50","400","2025/04/28","富邦","156,385,070","5.0","1,270","21,439","31.1","45","33.83","28.01","","114.csv",""
"2025-04-15","立誠","6597","櫃檯買賣","初上櫃","美國標","2025/04/09","2025/04/11","2,516","94.83","1","319","50","400","2025/04/24","福邦","0","4.5","175","1,698","0","0","0","0.0","Y","114.csv",""
"2025-03-20","弘裕三","14743","櫃檯買賣","無擔保轉換公司債","美國標","2025/03/14","2025/03/18","2,550","101.5","1","255","50","400","2025/03/31","兆豐","253,807,460","0.5","60","3,003","101.5","105.3","101.81","101.5","","114.csv",""
"2025-03-14","綠茵二","68462","櫃檯買賣","無擔保轉換公司債","美國標","2025/03/10","2025/03/12","2,975","100","1","297","50","400","2025/03/25","富邦","313,493,540","0.6","168","4,324","101.55","135","105.38","105.38","","114.csv",""
"2025-03-11","台灣精材","3467","櫃檯買賣","初上櫃","美國標","2025/03/05","2025/03/07","1,972","28","1","256","50","400","2025/03/25","元大","117,441,650","5.0","1,848","18,036","56","111.99","59.55","35.0","","114.csv",""
"2025-03-04","友鋮","7718","櫃檯買賣","初上櫃","美國標","2025/02/25","2025/02/27","3,713","33.06","1","474","50","400","2025/03/18","富邦","187,313,040","5.0","1,711","21,213","49.11","81.41","50.45","40.0","","114.csv",""
"2025-03-04","聚賢研發","7631","創新板","創新板初上市","美國標","2025/02/25","2025/02/27","2,700","56","1","270","50","400","2025/03/13","宏遠","224,371,220","5.0","1,058","15,280","81.33","112","83.1","70.0","","114.csv",""
"2025-03-04","虎山","7736","集中交易市場","初上市","美國標","2025/02/25","2025/02/27","4,931","68.69","1","636","50","400","2025/03/18","元大","555,074,890","5.0","2,463","27,404","110","168","112.57","83.8","","114.csv",""
"2025-02-26","華勝-KY ","2248","集中交易市場","第一上市初上市","美國標","2025/02/20","2025/02/24","3,808","46.3","1","547","50","400","2025/03/13","國票","231,374,610","5.0","1,577","17,319","58.8","85.1","60.76","50.0","","114.csv",""
"2025-02-21","寶綠特-KY","6887","集中交易市場","第一上市初上市","美國標","2025/02/17","2025/02/19","5,915","52","1","749","50","400","2025/03/10","台新","537,483,460","5.0","1,927","34,354","83.1","135","90.87","65.0","","114.csv",""
"2025-02-20","浩宇生醫","6872","櫃檯買賣","初上櫃","美國標","2025/02/14","2025/02/18","5,658","18","1","727","50","400","2025/03/07","元富","157,930,290","5.0","1,366","22,250","26","138.8","27.91","23.4","","114.csv",""
"2025-02-20","中傑-KY","6965","集中交易市場","第一上市初上市","美國標","2025/02/14","2025/02/18","12,471","100","1","1,559","40","400","2025/03/07","中國信託","2,467,341,340","5.0","7,587","75,892","185.12","263","197.85","128.0","","114.csv",""
"2025-02-19","冠星一KY","44391","櫃檯買賣","無擔保轉換公司債","美國標","2025/02/13","2025/02/17","4,250","101","1","425","50","400","2025/03/03","凱基","434,876,910","0.5","160","7,589","101.08","106.39","102.32","102.32","","114.csv",""
"2025-02-19","光焱科技","7728","櫃檯買賣","初上櫃","美國標","2025/02/13","2025/02/17","1,109","200","1","141","50","400","2025/03/06","台新","358,984,020","5.0","2,058","8,162","310.68","370.55","323.7","220.0","","114.csv",""
"2025-02-18","訊芯二KY","64512","櫃檯買賣","無擔保轉換公司債","美國標","2025/02/12","2025/02/14","22,500","100","1","2,250","50","400","2025/02/27","福邦","2,341,848,790","0.5","635","31,088","100.55","130","104.08","104.08","","114.csv",""
"2025-02-18","哲固一","34341","櫃檯買賣","有擔保轉換公司債","美國標","2025/02/12","2025/02/14","1,275","100","1","127","50","400","2025/02/27","華南永昌","136,136,950","0.5","103","2,490","104.7","110.88","106.77","106.77","","114.csv",""
"2025-02-14","台灣大五","30455","櫃檯買賣","無擔保轉換公司債","美國標","2025/02/10","2025/02/12","25,500","100","1","2,550","50","400","2025/02/25","元大","2,566,084,750","0.5","264","30,173","100","106.22","100.63","100.63","","114.csv",""
"2025-02-14","及成四","30954","櫃檯買賣","有擔保轉換公司債","美國標","2025/02/10","2025/02/12","1,275","100","1","127","50","400","2025/02/25","台新","144,638,250","0.5","197","5,136","108.6","1,056.02","113.44","113.44","","114.csv",""
"2025-02-14","兆利三","35483","櫃檯買賣","無擔保轉換公司債","美國標","2025/02/10","2025/02/12","13,200","100","1","1,320","50","400","2025/02/25","凱基","1,452,707,400","0.5","717","39,506","107.87","116.88","110.05","110.05","","114.csv",""
"2025-02-12","旭軟二","33902","櫃檯買賣","有擔保轉換公司債","美國標","2025/02/06","2025/02/10","1,700","100","1","170","50","400","2025/02/21","中國信託","191,336,640","1.0","271","6,437","110.59","116.8","112.55","112.55","","114.csv",""
"2025-02-12","印能科技","7734","櫃檯買賣","初上櫃","美國標","2025/02/06","2025/02/10","1,531","1,050.42","1","191","50","400","2025/02/26","台新","2,180,556,240","5.0","2,028","4,855","1,351.5","1,631","1,424.27","1250.0","","114.csv",""
"2025-02-11","榮田","7709","櫃檯買賣","初上櫃","美國標","2025/02/05","2025/02/07","3,129","39.82","1","394","50","400","2025/02/25","台新","164,478,170","5.0","1,580","18,717","51","62","52.57","45.0","","114.csv",""
"2025-02-10","威力德生醫","7713","櫃檯買賣","初上櫃","美國標","2025/02/04","2025/02/06","2,808","50","1","356","50","400","2025/02/24","台新","181,142,920","5.0","1,245","11,103","62","71.4","64.51","55.0","","114.csv",""
"2025-01-13","昇陽半導體二","80282","櫃檯買賣","無擔保轉換公司債","美國標","2025/01/07","2025/01/09","17,850","103.5","1","1,785","50","400","2025/01/22","永豐金","1,013,971,190","0.5","155","16,890","103.5","110","104","103.5","","114.csv",""
"2025-01-08","皇普四","25284","櫃檯買賣","無擔保轉換公司債","美國標","2025/01/02","2025/01/06","4,250","101","1","425","50","400","2025/01/17","台新","429,743,540","0.5","86","5,281","101","105","101.12","101.12","","114.csv",""
"2025-01-06","揚秦一","27551","櫃檯買賣","無擔保轉換公司債","美國標","2024/12/30","2025/01/02","1,700","101","1","170","50","400","2025/01/15","永豐金","152,555,390","0.5","61","1,658","101","582","102.52","101.0","","114.csv",""
"2025-01-06","六方科一KY","45691","櫃檯買賣","無擔保轉換公司債","美國標","2024/12/30","2025/01/02","4,250","100","1","425","50","400","2025/01/15","元大","447,313,070","0.5","219","12,965","102.87","111.87","105.25","105.25","","114.csv",""
"2025-01-03","新應材","4749","櫃檯買賣","初上櫃","美國標","2024/12/27","2024/12/31","7,406","410.26","1","925","50","400","2025/01/17","兆豐","4,347,847,990","5.0","3,703","19,939","570","661","587.07","480.0","","114.csv",""
"2024-12-31","裕山","7715","櫃檯買賣","初上櫃","美國標","2024/12/25","2024/12/27","2,664","33.0","1","343","50","400","2025/01/15","永豐金","118,684,040","5.0","870","11,081","42.86","70.0","44.55","","","113.csv","39.6"
"2024-12-31","創泓科技","7714","櫃檯買賣","初上櫃","美國標","2024/12/25","2024/12/27","1,612","72.5","1","209","50","400","2025/01/15","中國信託","138,721,480","5.0","481","3,076","80.1","100.0","86.06","","","113.csv","86.06"
"2024-12-31","青松健康","6931","集中交易市場","初上市","美國標","2024/12/25","2024/12/27","4,148","55.37","1","528","50","400","2025/01/15","福邦","323,817,350","5.0","819","9,688","71.0","88.98","78.07","","","113.csv","67.0"
"2024-12-31","富威電力","6994","集中交易市場","初上市","美國標","2024/12/25","2024/12/27","7,140","69.83","1","902","50","400","2025/01/15","福邦","628,860,290","5.0","1,537","17,089","81.23","110.0","88.08","","","113.csv","81.0"
"2024-12-30","金興精密","7732","集中交易市場","初上市","美國標","2024/12/24","2024/12/26","4,080","32.0","1","520","50","400","2025/01/14","福邦","172,401,030","5.0","952","16,461","41.9","48.0","42.26","","","113.csv","40.0"
"2024-12-20","皇普三 ","25283","櫃檯買賣","有擔保轉換公司債","美國標","2024/12/16","2024/12/18","5,100","102.0","1","510","50","400","2024/12/31","台新","522,794,780","0.5","89","6,883","102.0","110.0","102.51","","","113.csv","102.51"
"2024-12-18","上曜六","13166","櫃檯買賣","有擔保轉換公司債","美國標","2024/12/12","2024/12/16","3,600","100.0","1","360","50","400","2024/12/27","元富","261,407,370","0.5","67","2,691","100.0","110.67","102.07","","","113.csv","100.0"
"2024-12-16","華星光四","49794","櫃檯買賣","無擔保轉換公司債","美國標","2024/12/10","2024/12/12","1,800","102.0","1","180","50","400","2024/12/25","富邦","201,740,930","0.5","215","6,617","111.11","114.8","112.08","","","113.csv","112.08"
"2024-12-16","新美齊四","24424","櫃檯買賣","無擔保轉換公司債","美國標","2024/12/10","2024/12/12","5,100","100.0","1","510","50","400","2024/12/25","台新","509,597,750","0.5","72","5,429","100.0","102.1","100.14","","","113.csv","100.0"
"2024-12-12","博盛半導體","7712","櫃檯買賣","初上櫃","美國標","2024/12/06","2024/12/10","2,135","161.74","1","268","50","400","2024/12/26","兆豐","424,411,900","5.0","1,107","6,820","191.0","296.0","198.79","","","113.csv","186.0"
"2024-12-10","三地開發一","14381","櫃檯買賣","有擔保轉換公司債","美國標","2024/12/04","2024/12/06","8,730","100.0","1","873","50","400","2024/12/19","統一","1,026,900,420","1.0","557","30,504","114.53","123.5","117.63","","","113.csv","117.63"
"2024-12-09","智晶二","52452","櫃檯買賣","無擔保轉換公司債","美國標","2024/12/03","2024/12/05","2,550","100.0","1","255","50","400","2024/12/18","台新","257,797,350","0.5","100","3,666","100.0","106.8","101.1","","","113.csv","101.1"
"2024-12-06","四維航七","56087","櫃檯買賣","有擔保轉換公司債","美國標","2024/12/02","2024/12/04","5,100","100.0","1","510","50","400","2024/12/17","永豐金","522,419,970","0.5","165","7,280","100.87","110.0","102.44","","","113.csv","102.44"
"2024-12-04","大井泵浦","6982","櫃檯買賣","初上櫃","美國標","2024/11/28","2024/12/02","3,400","40.8","1","425","50","400","2024/12/18","華南永昌","182,390,510","5.0","2,011","18,975","52.01","118.0","53.64","","","113.csv","51.0"
"2024-12-02","全福生技","6885","集中交易市場","初上市","美國標","2024/11/26","2024/11/28","10,521","30.16","1","1,320","50","400","2024/12/16","元富","339,949,270","5.0","833","20,700","30.3","112.0","32.31","","","113.csv","32.31"
"2024-12-02","博弘","6997","櫃檯買賣","初上櫃","美國標","2024/11/26","2024/11/28","1,364","87.07","1","195","50","400","2024/12/16","元大","169,544,170","5.0","1,500","12,239","121.9","171.1","124.3","","","113.csv","101.0"
"2024-12-02","明遠精密","7704","櫃檯買賣","初上櫃","美國標","2024/11/26","2024/11/28","2,088","60.0","1","266","50","400","2024/12/16","凱基","173,424,530","5.0","1,258","11,383","79.06","100.0","83.06","","","113.csv","69.0"
"2024-11-28","三貝德一","84891","櫃檯買賣","有擔保轉換公司債","美國標","2024/11/22","2024/11/26","2,700","100.0","1","270","50","400","2024/12/09","台中銀","299,692,100","0.5","160","6,461","110.35","113.58","111.0","","","113.csv","111.0"
"2024-11-27","邦睿生技","6955","創新板","創新板初上市","美國標","2024/11/21","2024/11/25","1,725","96.43","1","172","50","400","2024/12/06","第一金","209,957,380","5.0","424","5,194","117.0","131.0","121.71","","","113.csv","108.0"
"2024-11-27","達運光電","8045","集中交易市場","初上市","美國標","2024/11/21","2024/11/25","7,623","59.31","1","972","50","400","2024/12/11","華南永昌","547,911,610","5.0","1,886","23,135","68.0","100.0","71.88","","","113.csv","68.8"
"2024-11-26","騰雲二","68702","櫃檯買賣","無擔保轉換公司債","美國標","2024/11/20","2024/11/22","3,150","101.0","1","315","50","400","2024/12/05","元大","353,846,790","0.5","277","12,249","108.64","130.0","112.33","","","113.csv","112.33"
"2024-11-26","力領科技","6996","櫃檯買賣","初上櫃","美國標","2024/11/20","2024/11/22","2,593","181.82","1","334","50","400","2024/12/10","兆豐","623,384,950","5.0","2,178","14,052","233.2","258.5","240.41","","","113.csv","200.0"
"2024-11-21","LINEPAY","7722","集中交易市場","初上市","美國標","2024/11/15","2024/11/19","6,080","409.68","1","782","50","400","2024/12/05","凱基","3,206,438,610","5.0","3,224","14,985","488.0","710.0","527.37","","","113.csv","508.0"
"2024-11-20","斐成三","33133","櫃檯買賣","有擔保轉換公司債","美國標","2024/11/14","2024/11/18","3,480","100.0","1","348","50","400","2024/11/29","合庫","337,296,910","1.0","85","3,753","100.0","120.0","103.94","","","113.csv","100.0"
"2024-11-20","久昌","6720","櫃檯買賣","初上櫃","美國標","2024/11/14","2024/11/18","2,280","120.0","1","290","50","400","2024/12/04","中國信託","366,043,990","5.0","1,358","8,470","155.71","172.8","160.55","","","113.csv","138.0"
"2024-11-18","麗清六","33466","櫃檯買賣","無擔保轉換公司債","美國標","2024/11/12","2024/11/14","2,656","100.0","1","265","50","400","2024/11/27","永豐金","115,179,630","0.5","35","1,524","100.0","120.0","101.12","","","113.csv","100.0"
"2024-11-15","台灣虎航","6757","集中交易市場","創新板轉列上市","美國標","2024/11/11","2024/11/13","7,161","39.6","1","895","50","400","2024/11/29","台新","446,710,310","5.0","13,123","202,618","61.8","73.0","62.38","","","113.csv","40.0"
"2024-11-15","岱稜五","33035","櫃檯買賣","無擔保轉換公司債","美國標","2024/11/11","2024/11/13","4,410","100.0","1","441","50","400","2024/11/26","福邦","464,283,590","0.5","264","9,838","103.0","117.5","105.28","","","113.csv","105.28"
"2024-11-12","三商餐飲","7705","集中交易市場","初上市","美國標","2024/11/06","2024/11/08","4,067","58.58","1","528","50","400","2024/11/26","國泰","347,402,750","5.0","4,946","32,128","83.88","117.0","85.42","","","113.csv","70.88"
"2024-11-12","大聯大三","37023","櫃檯買賣","無擔保轉換公司債","美國標","2024/11/06","2024/11/08","18,000","100.0","1","1,800","50","400","2024/11/21","元大","1,877,477,270","0.5","518","44,848","102.51","120.0","104.3","","","113.csv","104.3"
"2024-11-12","ITH-KY","6962","集中交易市場","第一上市初上市","美國標","2024/11/06","2024/11/08","28,799","34.48","1","3,700","50","400","2024/11/26","永豐金","1,693,216,530","5.0","7,631","140,975","52.0","131.0","58.79","","","113.csv","39.65"
"2024-11-08","群翊二","66642","櫃檯買賣","無擔保轉換公司債","美國標","2024/11/04","2024/11/06","11,250","100.0","1","1,125","50","400","2024/11/19","福邦","1,203,580,260","0.5","725","27,655","105.4","200.0","106.98","","","113.csv","106.98"
"2024-11-06","鈺齊六 KY","98026","櫃檯買賣","無擔保轉換公司債","美國標","2024/10/31","2024/11/04","8,500","100.0","1","850","50","400","2024/11/15","國票","923,101,060","0.5","602","21,716","107.01","117.0","108.6","","","113.csv","108.6"
"2024-11-06","羅昇二","83742","櫃檯買賣","無擔保轉換公司債","美國標","2024/10/31","2024/11/04","4,250","100.0","1","425","50","400","2024/11/15","台新","455,006,980","0.5","288","9,131","104.2","116.0","107.06","","","113.csv","107.06"
"2024-11-01","天宇四","81714","櫃檯買賣","有擔保轉換公司債","美國標","2024/10/25","2024/10/29","2,125","100.0","1","212","50","400","2024/11/12","台中銀","238,930,120","0.5","222","5,411","110.27","117.38","112.44","","","113.csv","112.44"
"2024-11-01","全家餐飲","7708","櫃檯買賣","初上櫃","美國標","2024/10/25","2024/10/29","1,700","62.07","1","232","50","400","2024/11/15","元大","164,434,670","5.0","7,451","42,262","94.17","152.0","96.73","","","113.csv","72.0"
"2024-10-29","銳澤","7703","櫃檯買賣","初上櫃","美國標","2024/10/23","2024/10/25","2,140","107.14","1","272","50","400","2024/11/13","凱基","331,559,890","5.0","4,707","25,974","151.66","173.0","154.93","","","113.csv","120.0"
"2024-10-29","世紀鋼八永","99588","櫃檯買賣","無擔保轉換公司債","美國標","2024/10/23","2024/10/25","17,950","102.0","1","1,795","50","400","2024/11/08","永豐金","1,881,517,290","0.5","435","24,007","102.75","220.0","104.82","","","113.csv","104.82"
"2024-10-28","桓達一","45491","櫃檯買賣","無擔保轉換公司債","美國標","2024/10/22","2024/10/24","4,250","100.0","1","425","50","400","2024/11/07","凱基","498,382,070","0.5","602","19,888","114.51","187.0","117.27","","","113.csv","117.27"
"2024-10-23","圓裕一","68351","櫃檯買賣","無擔保轉換公司債","美國標","2024/10/17","2024/10/21","5,400","102.0","1","540","50","400","2024/11/01","中國信託","577,548,560","0.5","207","8,051","102.33","117.3","106.95","","","113.csv","106.95"
"2024-10-22","志強一KY","67681","櫃檯買賣","無擔保轉換公司債","美國標","2024/10/16","2024/10/18","9,000","100.0","1","900","50","400","2024/10/31","元大","1,028,099,570","0.5","561","25,529","111.53","121.39","114.23","","","113.csv","114.23"
"2024-10-18","宏全二","99392","櫃檯買賣","無擔保轉換公司債","美國標","2024/10/14","2024/10/16","34,000","101.0","1","3,400","50","400","2024/10/29","台新","2,994,517,710","0.5","581","33,833","101.0","135.0","102.79","","","113.csv","101.0"
"2024-10-18","南俊國際一","65841","櫃檯買賣","有擔保轉換公司債","美國標","2024/10/14","2024/10/16","6,180","102.0","1","618","50","400","2024/10/29","凱基","708,860,570","0.5","570","17,630","112.65","133.0","114.7","","","113.csv","114.7"
"2024-10-16","惠特二","67062","櫃檯買賣","無擔保轉換公司債","美國標","2024/10/09","2024/10/14","4,250","100.0","1","425","50","400","2024/10/25","凱基","481,765,160","0.5","407","13,486","110.23","150.0","113.36","","","113.csv","113.36"
"2024-10-14","威力晹","6988","創新板","創新板初上市","美國標","2024/10/07","2024/10/09","2,078","20.0","1","207","50","400","2024/10/23","兆豐","58,697,550","5.0","275","9,347","27.33","35.0","28.25","","","113.csv","25.0"
"2024-10-11","星宇航空","2646","集中交易市場","初上市","美國標","2024/10/04","2024/10/08","319,600","17.39","1","39,950","50","400","2024/10/25","第一金","7,440,972,870","4.25","32,011","687,938","21.63","100.0","23.28","","","113.csv","20.0"
"2024-10-08","晟銘電四","30134","櫃檯買賣","有擔保轉換公司債","美國標","2024/10/01","2024/10/04","4,250","101.0","1","425","50","400","2024/10/18","中國信託","484,532,900","1.0","444","14,122","111.69","122.0","114.01","","","113.csv","114.01"
"2024-10-08","全景軟體","8272","櫃檯買賣","初上櫃","美國標","2024/10/02","2024/10/04","1,224","50.86","1","159","50","400","2024/10/23","富邦","105,285,380","5.0","1,244","9,176","80.85","168.8","86.02","","","113.csv","59.0"
"2024-10-08","華固四","25484","櫃檯買賣","無擔保轉換公司債","美國標","2024/09/27","2024/10/01","18,000","102.0","1","1,800","50","400","2024/10/18","富邦","1,887,028,900","0.5","425","27,512","102.56","129.99","104.83","","","113.csv","104.83"
"2024-10-08","亞帝歐一","35161","櫃檯買賣","有擔保轉換公司債","美國標","2024/09/26","2024/09/30","2,975","101.0","1","297","50","400","2024/10/18","富邦","326,126,490","0.5","88","5,102","107.83","116.1","109.62","","","113.csv","109.62"
"2024-10-08","三集瑞-KY","6862","集中交易市場","第一上市初上市","美國標","2024/10/02","2024/10/04","4,079","108.0","1","520","50","400","2024/10/23","永豐金","789,281,950","5.0","4,271","46,253","184.0","246.8","193.5","","","113.csv","135.0"
"2024-10-01","易發一","64251","櫃檯買賣","有擔保轉換公司債","美國標","2024/09/25","2024/09/27","1,800","100.0","1","180","50","400","2024/10/15","福邦","222,304,040","0.5","327","10,116","120.0","127.0","123.5","","","113.csv","123.5"
