"開標日期","證券名稱","證券代號","發行市場","發行性質","競拍方式","投標開始日","投標結束日","競拍數量(張)","最低投標價格(元)","最低每標單投標數量(張)","最高投(得)標數量(張)","保證金成數(%)","每一投標單投標處理費(元)","撥券日期(上市、上櫃日期)","主辦券商","得標總金額(元)","得標手續費率(%)","總合格件","合格投標數量(張)","最低得標價格(元)","最高得標價格(元)","得標加權平均價格(元)","實際承銷價格(元)","取消競價拍賣(流標或取消)","source_file","承銷價格(元)"
"2024-10-01","佳必琪三","61973","櫃檯買賣","無擔保轉換公司債","美國標","2024/09/25","2024/09/27","8,500","102.0","1","850","50","400","2024/10/15","元大","998,337,590","0.5","789","30,593","115.6","150.0","117.45","","","113.csv","117.45"
"2024-10-01","永道一KY","68631","櫃檯買賣","無擔保轉換公司債","美國標","2024/09/25","2024/09/27","8,500","105.0","1","850","50","400","2024/10/15","富邦","947,375,530","0.5","634","23,056","108.88","188.0","111.46","","","113.csv","111.46"
"2024-09-26","台光電七","23837","櫃檯買賣","無擔保轉換公司債","美國標","2024/09/20","2024/09/24","27,000","105.0","1","2,700","50","400","2024/10/09","凱基","2,995,433,350","0.5","1,162","61,583","108.38","125.0","110.94","","","113.csv","110.94"
"2024-09-24","正淩三","81473","櫃檯買賣","無擔保轉換公司債","美國標","2024/09/18","2024/09/20","2,550","102.0","1","255","50","400","2024/10/03","中國信託","299,269,370","0.5","475","13,185","115.66","123.88","117.36","","","113.csv","117.36"
"2024-09-19","大亞五","16095","櫃檯買賣","無擔保轉換公司債","美國標","2024/09/12","2024/09/16","17,250","100.0","1","1,725","50","400","2024/09/30","凱基","1,853,764,930","0.5","796","45,670","105.51","120.0","107.46","","","113.csv","107.46"
"2024-09-18","合晶八","61828","櫃檯買賣","無擔保轉換公司債","美國標","2024/09/11","2024/09/13","12,750","102.2","1","1,275","50","400","2024/09/27","富邦","1,166,868,950","0.5","231","11,642","102.2","421.12","104.51","","","113.csv","102.2"
"2024-09-18","康霈*","6919","集中交易市場","初上市","美國標","2024/09/11","2024/09/13","10,080","364.54","1","1,340","50","400","2024/10/02","元大","4,780,189,340","3.8","3,476","24,757","442.0","560.0","474.23","","","113.csv","433.8"
"2024-09-16","鴻呈","6913","櫃檯買賣","初上櫃","美國標","2024/09/10","2024/09/12","2,568","80.8","1","321","50","400","2024/10/01","兆豐","258,670,460","5.0","717","8,441","96.89","106.5","100.73","","","113.csv","100.73"
"2024-09-12","合世三","17813","櫃檯買賣","有擔保轉換公司債","美國標","2024/09/06","2024/09/10","1,880","100.0","1","188","50","400","2024/09/24","華南永昌","212,264,520","0.5","177","5,036","110.75","119.15","112.91","","","113.csv","112.91"
"2024-09-11","泓德能源-創","6873","集中交易市場","創新板轉列上市","美國標","2024/09/05","2024/09/09","6,800","160.68","1","850","50","400","2024/09/26","元大","1,351,114,240","5.0","2,184","25,883","193.66","225.0","198.69","","","113.csv","188.0"
"2024-09-11","漢田生技","1294","櫃檯買賣","初上櫃","美國標","2024/09/05","2024/09/09","1,700","100.0","1","215","50","400","2024/09/26","中國信託","203,641,860","5.0","588","4,879","115.0","192.88","119.79","","","113.csv","118.0"
"2024-09-10","汎瑋材料","6967","櫃檯買賣","初上櫃","美國標","2024/09/04","2024/09/06","1,587","43.48","1","218","50","400","2024/09/25","凱基","93,784,810","5.0","719","8,541","57.1","65.0","59.1","","","113.csv","50.0"
"2024-09-10","中台","6923","集中交易市場","初上市","美國標","2024/09/04","2024/09/06","6,330","67.8","1","826","50","400","2024/09/25","元大","552,821,350","5.0","1,228","23,645","85.0","124.1","87.33","","","113.csv","80.0"
"2024-09-05","盟立二","24642","櫃檯買賣","無擔保轉換公司債","美國標","2024/08/30","2024/09/03","8,500","103.0","1","850","50","400","2024/09/16","中國信託","999,915,970","0.5","625","23,634","115.57","138.66","117.64","","","113.csv","117.64"
"2024-09-05","台特化","4772","櫃檯買賣","初上櫃","美國標","2024/08/30","2024/09/03","6,800","88.0","1","850","50","400","2024/09/20","元大","938,302,280","5.0","3,302","32,001","132.31","150.0","137.99","","","113.csv","110.0"
"2024-09-04","泰金二KY","66292","櫃檯買賣","無擔保轉換公司債","美國標","2024/08/29","2024/09/02","2,550","100.0","1","255","50","400","2024/09/13","元大","297,812,060","0.5","419","13,598","114.3","123.6","116.79","","","113.csv","116.79"
"2024-08-27","王座","2751","櫃檯買賣","初上櫃","美國標","2024/08/21","2024/08/23","1,872","60.0","1","239","50","400","2024/09/10","永豐金","134,022,040","5.0","582","4,576","67.8","82.0","71.59","","","113.csv","70.8"
"2024-08-26","成信實業*","6969","創新板","創新板初上市","美國標","2024/08/20","2024/08/22","1,379","27.83","1","202","50","400","2024/09/09","富邦","47,618,110","5.0","254","7,869","32.5","42.0","34.53","","","113.csv","32.0"
"2024-08-23","其陽二","35642","櫃檯買賣","無擔保轉換公司債","美國標","2024/08/19","2024/08/21","4,250","100.0","1","425","50","400","2024/09/03","台新","485,859,560","0.5","381","11,420","111.89","119.77","114.32","","","113.csv","114.32"
"2024-08-22","川寶二","15952","櫃檯買賣","無擔保轉換公司債","美國標","2024/08/16","2024/08/20","2,700","100.0","1","270","50","400","2024/09/02","福邦","296,527,160","0.5","319","9,580","107.5","117.99","109.82","","","113.csv","109.82"
"2024-08-21","碩禾三","36913","櫃檯買賣","有擔保轉換公司債","美國標","2024/08/15","2024/08/19","17,025","100.0","1","1,702","50","400","2024/08/30","宏遠","1,856,319,140","0.5","455","28,032","104.55","121.0","109.03","","","113.csv","109.03"
"2024-08-20","劍麟三","22283","櫃檯買賣","無擔保轉換公司債","美國標","2024/08/14","2024/08/16","2,700","100.0","1","270","50","400","2024/08/29","凱基","308,341,820","0.5","360","13,687","112.87","117.73","114.2","","","113.csv","114.2"
"2024-08-19","竹陞科技","6739","櫃檯買賣","初上櫃","美國標","2024/08/13","2024/08/15","1,904","68.18","1","243","50","400","2024/09/02","群益金鼎","227,299,170","5.0","1,220","9,227","111.13","137.0","119.38","","","113.csv","75.0"
"2024-08-19","昇達科二","34912","櫃檯買賣","無擔保轉換公司債","美國標","2024/08/13","2024/08/15","8,500","101.0","1","850","50","400","2024/08/28","凱基","1,003,264,850","0.5","629","26,213","116.3","128.8","118.03","","","113.csv","118.03"
"2024-08-14","新日興三","33763","櫃檯買賣","無擔保轉換公司債","美國標","2024/08/08","2024/08/12","6,800","100.0","1","680","50","400","2024/08/23","凱基","821,809,070","0.5","964","44,980","119.21","128.0","120.85","","","113.csv","120.85"
"2024-08-07","北基七","89277","櫃檯買賣","有擔保轉換公司債","美國標","2024/08/01","2024/08/05","5,160","104.0","1","516","50","400","2024/08/16","合庫","575,520,300","1.0","270","15,772","109.45","118.0","111.53","","","113.csv","111.53"
"2024-08-06","柏騰一","35181","櫃檯買賣","有擔保轉換公司債","美國標","2024/07/31","2024/08/02","2,550","100.0","1","255","50","400","2024/08/15","台新","302,506,160","0.5","316","9,655","115.53","125.5","118.63","","","113.csv","118.63"
"2024-08-06","日盛台駿","6958","集中交易市場","初上市","美國標","2024/07/31","2024/08/02","16,000","26.09","1","2,010","50","400","2024/08/20","台新","511,114,390","5.0","1,240","34,105","29.5","40.0","31.94","","","113.csv","30.0"
"2024-08-06","汎銓一","68301","櫃檯買賣","無擔保轉換公司債","美國標","2024/07/31","2024/08/02","4,250","100.0","1","425","50","400","2024/08/15","台新","468,669,620","0.5","387","14,920","108.02","116.8","110.28","","","113.csv","110.28"
"2024-07-31","萬達寵物","6968","櫃檯買賣","初上櫃","美國標","2024/07/25","2024/07/29","2,686","53.97","1","338","50","400","2024/08/14","福邦","209,665,740","5.0","908","13,709","75.2","101.0","78.06","","","113.csv","68.0"
"2024-07-30","台新藥","6838","集中交易市場","初上市","美國標","2024/07/22","2024/07/26","12,096","30.0","1","1,522","50","400","2024/08/13","凱基","462,734,520","5.0","1,487","35,278","34.88","54.0","38.26","","","113.csv","36.0"
"2024-07-22","台郡五","62695","櫃檯買賣","無擔保轉換公司債","美國標","2024/07/16","2024/07/18","17,000","100.0","1","1,700","50","400","2024/08/02","元大","1,956,252,970","0.5","1,067","55,394","113.17","120.87","115.07","","","113.csv","115.07"
"2024-07-17","正德七","26417","櫃檯買賣","無擔保轉換公司債","美國標","2024/07/11","2024/07/15","5,015","101.0","1","501","50","400","2024/07/26","群益金鼎","525,993,010","0.5","220","10,432","102.69","120.0","104.88","","","113.csv","104.88"
"2024-07-12","中鼎二","99332","櫃檯買賣","無擔保轉換公司債","美國標","2024/07/08","2024/07/10","51,006","102.0","1","5,100","50","400","2024/07/23","國泰","5,346,565,560","0.5","1,198","91,716","102.95","120.1","104.82","","","113.csv","104.82"
"2024-07-11","美律五","24395","櫃檯買賣","無擔保轉換公司債","美國標","2024/07/05","2024/07/09","4,250","101.0","1","425","50","400","2024/07/22","富邦","511,303,890","0.5","672","19,467","118.89","127.5","120.31","","","113.csv","120.31"
"2024-07-11","樂意","7584","櫃檯買賣","初上櫃","美國標","2024/07/05","2024/07/09","1,318","62.5","1","174","50","400","2024/07/25","元富","146,419,710","5.0","1,869","12,834","108.16","121.32","111.09","","","113.csv","75.0"
"2024-07-05","先進光一","33621","櫃檯買賣","有擔保轉換公司債","美國標","2024/07/01","2024/07/03","10,200","102.0","1","1,020","50","400","2024/07/16","中國信託","1,257,260,300","1.0","1,126","40,154","121.8","211.0","123.26","","","113.csv","123.26"
"2024-07-05","駐龍一","45721","櫃檯買賣","無擔保轉換公司債","美國標","2024/07/01","2024/07/03","4,250","100.0","1","425","50","400","2024/07/16","台新","493,887,420","0.5","656","19,337","114.8","123.88","116.21","","","113.csv","116.21"
"2024-07-04","東哥遊艇一","84781","櫃檯買賣","無擔保轉換公司債","美國標","2024/06/28","2024/07/02","12,750","100.0","1","1,275","50","400","2024/07/15","凱基","1,519,688,420","0.5","1,199","42,763","117.24","331.0","119.19","","","113.csv","119.19"
"2024-07-01","萬潤五","61875","櫃檯買賣","無擔保轉換公司債","美國標","2024/06/25","2024/06/27","4,250","104.0","1","425","50","400","2024/07/10","兆豐","508,441,750","0.7","1,091","37,764","118.69","158.0","119.63","","","113.csv","119.63"
"2024-06-26","萬年清一","66241","櫃檯買賣","有擔保轉換公司債","美國標","2024/06/20","2024/06/24","850","101.0","1","85","50","400","2024/07/05","玉山","96,880,960","0.5","150","3,646","111.03","123.0","113.98","","","113.csv","113.98"
"2024-06-24","聚和六","65096","櫃檯買賣","無擔保轉換公司債","美國標","2024/06/18","2024/06/20","4,250","100.0","1","425","50","400","2024/07/03","凱基證券","490,711,700","0.5","648","23,856","113.39","120.89","115.46","","","113.csv","115.46"
"2024-06-18","鈺寶","3150","創新板","創新板初上市","美國標","2024/06/12","2024/06/14","2,250","28.63","1","235","50","400","2024/06/27","福邦","86,241,770","5.0","478","9,016","36.25","50.5","38.33","","","113.csv","33.5"
"2024-06-13","中砂一","15601","櫃檯買賣","無擔保轉換公司債","美國標","2024/06/06","2024/06/11","8,500","101.0","1","850","50","400","2024/06/24","凱基","1,006,198,670","0.5","1,203","47,963","117.59","250.0","118.38","","","113.csv","118.38"
"2024-06-12","廣運五","61255","櫃檯買賣","無擔保轉換公司債","美國標","2024/06/05","2024/06/07","5,100","102.0","1","510","50","400","2024/06/21","元大","604,203,250","0.7","1,110","37,410","116.8","130.2","118.47","","","113.csv","118.47"
"2024-06-11","裕慶-KY","6957","集中交易市場","第一上市初上市","美國標","2024/06/04","2024/06/06","4,422","120.0","1","552","50","400","2024/06/25","中國信託","816,694,920","5.0","1,073","10,304","168.28","224.4","184.69","","","113.csv","138.0"
"2024-06-07","辛耘二","35832","櫃檯買賣","無擔保轉換公司債","美國標","2024/06/03","2024/06/05","8,500","100.0","1","850","50","400","2024/06/19","富邦","995,128,300","0.7","1,271","52,260","116.2","123.0","117.07","","","113.csv","117.07"
"2024-06-06","青新","6951","創新板","創新板初上市","美國標","2024/05/31","2024/06/04","5,100","43.27","1","510","50","400","2024/06/18","第一金","272,029,940","4.0","491","7,118","48.0","70.0","53.34","","","113.csv","45.0"
"2024-06-04","雲豹能源-創","6869","集中交易市場","創新板轉列上市","美國標","2024/05/29","2024/05/31","8,160","98.23","1","1,020","50","400","2024/06/19","元富","927,665,810","5.0","1,636","17,510","108.8","148.0","113.68","","","113.csv","111.0"
"2024-06-03","共信-KY","6617","櫃檯買賣","第一上櫃初上櫃","美國標","2024/05/28","2024/05/30","10,203","125.66","1","1,285","50","400","2024/06/18","台新綜合證券","1,440,239,870","5.0","1,805","12,799","125.66","200.0","141.16","","","113.csv","141.16"
"2024-06-03","醫影","6637","櫃檯買賣","初上櫃","美國標","2024/05/28","2024/05/30","1,945","60.0","1","243","50","400","2024/06/18","富邦","164,051,890","5.0","1,004","6,907","81.3","91.5","84.35","","","113.csv","66.0"
"2024-05-29","大武山","6952","集中交易市場","初上市","美國標","2024/05/23","2024/05/27","5,468","50.0","1","688","50","400","2024/06/13","台新綜合證券","312,374,440","5.0","665","8,576","50.11","171.0","57.13","","","113.csv","57.13"
"2024-05-28","來億-KY","6890","集中交易市場","第一上市初上市","美國標","2024/05/22","2024/05/24","19,991","77.27","1","2,509","50","400","2024/06/12","富邦證券","2,504,959,130","5.0","3,179","53,552","110.0","298.0","125.3","","","113.csv","85.0"
"2024-05-28","巨漢","6903","櫃檯買賣","初上櫃","美國標","2024/05/22","2024/05/24","4,375","133.63","1","556","50","400","2024/06/12","富邦","767,572,750","5.0","1,615","10,578","168.6","200.0","175.45","","","113.csv","151.0"
"2024-05-22","穎崴一","65151","櫃檯買賣","無擔保轉換公司債","美國標","2024/05/16","2024/05/20","8,500","103.0","1","850","50","400","2024/05/31","凱基","989,124,920","0.5","1,093","42,297","115.06","150.0","116.37","","","113.csv","116.37"
"2024-05-21","波力二-KY","84672","櫃檯買賣","有擔保轉換公司債","美國標","2024/05/15","2024/05/17","1,785","100.5","1","178","50","400","2024/05/30","富邦綜合證券","204,740,980","0.5","316","7,982","112.3","122.1","114.7","","","113.csv","114.7"
"2024-05-16","東研信超一","68401","櫃檯買賣","無擔保轉換公司債","美國標","2024/05/10","2024/05/14","1,765","100.0","1","176","50","400","2024/05/27","康和綜合證券","185,965,080","0.5","73","2,501","102.0","115.5","105.36","","","113.csv","105.36"
"2024-05-16","迎廣一","61171","櫃檯買賣","無擔保轉換公司債","美國標","2024/05/10","2024/05/14","4,250","100.0","1","425","50","400","2024/05/27","台新","473,245,760","0.5","378","11,705","108.2","119.33","111.35","","","113.csv","111.35"
"2024-05-15","弘帆二","84332","櫃檯買賣","無擔保轉換公司債","美國標","2024/05/09","2024/05/13","850","100.0","1","85","50","400","2024/05/24","玉山綜合證券","96,995,240","0.5","217","4,649","112.69","118.7","114.11","","","113.csv","114.11"
"2024-05-13","力致四","34834","櫃檯買賣","無擔保轉換公司債","美國標","2024/05/07","2024/05/09","1,700","101.0","1","170","50","400","2024/05/22","永豐金","201,571,750","0.5","847","18,767","117.11","175.0","118.57","","","113.csv","118.57"
"2024-05-10","向榮生技","6794","創新板","創新板初上市","美國標","2024/05/06","2024/05/08","2,273","50.0","1","261","50","400","2024/05/21","宏遠證券","158,390,640","5.0","254","5,564","67.0","74.0","69.68","","","113.csv","58.0"
"2024-05-08","平和環保","6771","創新板","創新板初上市","美國標","2024/05/02","2024/05/06","1,700","47.83","1","170","50","400","2024/05/17","福邦證券","116,723,510","5.0","491","8,229","65.0","75.0","68.66","","","113.csv","55.0"
"2024-05-07","潤德","6881","櫃檯買賣","初上櫃","美國標","2024/04/30","2024/05/03","1,020","129.92","1","127","50","400","2024/05/21","第一金","199,025,200","5.0","562","3,645","195.1","199.0","195.12","","","113.csv","165.0"
"2024-05-06","億而得","6423","創新板","創新板初上市","美國標","2024/04/29","2024/05/02","2,354","60.0","1","235","50","400","2024/05/15","兆豐","215,371,120","5.0","379","4,486","78.98","111.55","91.49","","","113.csv","75.0"
"2024-05-02","攸泰科技","6928","集中交易市場","初上市","美國標","2024/04/25","2024/04/29","7,920","54.62","1","990","50","400","2024/05/16","福邦證券","671,262,620","5.0","1,269","17,939","79.3","106.4","84.76","","","113.csv","65.0"
"2024-04-26","巧新","1563","集中交易市場","初上市","美國標","2024/04/22","2024/04/24","16,000","62.5","1","2,005","50","400","2024/05/13","凱基","1,193,454,650","4.4","2,377","50,280","71.91","270.22","74.59","","","113.csv","70.0"
"2024-04-26","家碩","6953","櫃檯買賣","初上櫃","美國標","2024/04/22","2024/04/24","1,848","188.52","1","231","50","400","2024/05/13","元大","508,212,420","5.0","1,506","16,790","270.0","300.0","275.01","","","113.csv","216.8"
"2024-04-25","有成精密","4949","集中交易市場","初上市","美國標","2024/04/18","2024/04/22","4,176","20.0","1","522","50","400","2024/05/09","福邦證券","119,574,700","5.0","644","12,282","26.5","54.0","28.63","","","113.csv","24.0"
"2024-04-18","阜爾運通","6914","集中交易市場","初上市","美國標","2024/04/12","2024/04/16","4,076","120.0","1","519","50","400","2024/05/03","中國信託","765,296,420","5.0","1,612","12,644","181.9","220.1","187.76","","","113.csv","132.0"
"2024-03-21","創為精密","6899","櫃檯買賣","初上櫃","美國標","2024/03/15","2024/03/19","2,611","43.1","1","336","50","400","2024/04/08","凱基證券","174,345,000","5.0","1,461","17,916","65.66","125.0","66.77","","","113.csv","50.0"
"2024-03-21","KKT-KY","6950","集中交易市場","第一上市初上市","美國標","2024/03/15","2024/03/19","20,522","100.92","1","2,570","50","400","2024/04/08","統一綜合證券","0","5.0","846","8,140","0.0","0.0","0.0","","Y","113.csv","0.0"
"2024-03-15","愛爾達","8487","創新板","創新板初上市","美國標","2024/03/11","2024/03/13","1,350","45.45","1","135","50","400","2024/03/26","宏遠證券","100,527,510","5.0","567","8,164","71.25","98.4","74.46","","","113.csv","50.0"
"2024-03-14","佑全","6929","櫃檯買賣","初上櫃","美國標","2024/03/08","2024/03/12","2,904","55.09","1","363","50","400","2024/03/28","台新綜合證券","250,047,240","5.0","1,136","13,544","83.0","99.5","86.1","","","113.csv","65.01"
"2024-03-12","國邑*","6875","櫃檯買賣","初上櫃","美國標","2024/03/06","2024/03/08","8,024","54.17","1","1,033","50","400","2024/03/26","國泰綜合證券","719,463,710","5.0","2,299","24,915","85.0","106.11","89.66","","","113.csv","65.0"
"2024-03-12","眾福科","3168","集中交易市場","初上市","美國標","2024/03/06","2024/03/08","6,264","42.02","1","783","50","400","2024/03/26","福邦證券","386,895,410","5.0","1,469","18,101","59.6","83.5","61.76","","","113.csv","50.0"
"2024-03-06","米斯特","2941","櫃檯買賣","初上櫃","美國標","2024/02/29","2024/03/04","1,008","65.0","1","127","50","400","2024/03/20","國泰綜合證券","94,625,670","5.0","776","5,883","91.0","123.0","93.87","","","113.csv","78.0"
"2024-03-04","望隼","4771","集中交易市場","初上市","美國標","2024/02/26","2024/02/29","3,540","155.17","1","462","50","400","2024/03/18","凱基證券股份","922,202,500","5.0","3,313","23,525","255.22","300.0","260.51","","","113.csv","180.0"
"2024-03-04","安倉","5548","櫃檯買賣","初上櫃","美國標","2024/02/26","2024/02/29","2,516","18.02","1","314","50","400","2024/03/18","福邦證券","80,857,700","5.0","1,132","13,932","30.1","38.8","32.14","","","113.csv","20.0"
"2024-02-29","建暐四","80924","櫃檯買賣","有擔保轉換公司債","美國標","2024/02/22","2024/02/26","1,530","100.0","1","153","50","400","2024/03/11","國票綜合證券","213,351,730","0.5","297","8,859","137.0","150.0","139.45","","","113.csv","139.45"
"2024-02-26","微矽電子","8162","創新板","創新板初上市","美國標","2024/02/20","2024/02/22","3,436","32.41","1","343","50","400","2024/03/07","兆豐證券股份","140,029,080","5.0","535","10,915","38.5","49.7","40.75","","","113.csv","35.0"
"2024-02-26","撼訊六","61506","櫃檯買賣","無擔保轉換公司債","美國標","2024/02/20","2024/02/22","3,400","100.0","1","340","50","400","2024/03/07","宏遠證券","362,909,500","0.5","321","9,991","105.39","111.88","106.74","","","113.csv","106.74"
"2024-02-26","東碩三","32723","櫃檯買賣","無擔保轉換公司債","美國標","2024/02/20","2024/02/22","2,550","100.0","1","255","50","400","2024/03/07","凱基證券","277,763,680","0.5","363","11,968","107.05","114.5","108.93","","","113.csv","108.93"
"2024-02-22","諾貝兒","6844","櫃檯買賣","初上櫃","美國標","2024/02/16","2024/02/20","2,034","134.92","1","257","50","400","2024/03/08","台新綜合證券","394,420,950","5.0","1,901","12,541","189.1","218.0","193.91","","","113.csv","170.0"
"2024-02-21","智崴五","52635","櫃檯買賣","有擔保轉換公司債","美國標","2024/02/15","2024/02/19","6,800","100.0","1","680","50","400","2024/03/04","台新綜合證券","780,836,290","0.5","692","28,230","112.94","117.0","114.83","","","113.csv","114.83"
"2024-02-21","美而快一","53211","櫃檯買賣","無擔保轉換公司債","美國標","2024/02/15","2024/02/19","1,700","100.0","1","170","50","400","2024/03/04","台新綜合證券","180,116,430","0.5","212","5,336","104.0","116.3","105.95","","","113.csv","105.95"
"2024-01-19","進能服","6692","櫃檯買賣","初上櫃","美國標","2024/01/15","2024/01/17","4,156","24.0","1","597","50","400","2024/02/02","統一綜合證券","130,578,640","5.0","987","21,156","30.6","37.0","31.42","","","113.csv","30.0"
"2024-01-17","十銓三","49673","櫃檯買賣","有擔保轉換公司債","美國標","2024/01/11","2024/01/15","10,800","102.0","1","1,080","50","400","2024/01/26","永豐金證券","1,254,497,820","0.5","885","31,244","114.16","121.19","116.16","","","113.csv","116.16"
"2024-01-17","鉅祥二","24762","櫃檯買賣","無擔保轉換公司債","美國標","2024/01/11","2024/01/15","8,500","102.0","1","850","50","400","2024/01/26","中國信託綜合","967,266,980","0.5","792","29,362","112.51","121.1","113.8","","","113.csv","113.8"
"2024-01-15","玖鼎電力","4588","集中交易市場","初上市","美國標","2024/01/09","2024/01/11","2,652","41.71","1","331","50","400","2024/01/29","富邦綜合證券","168,865,230","5.0","1,890","18,475","61.71","158.0","63.67","","","113.csv","45.88"
"2024-01-11","安勤三","34793","櫃檯買賣","無擔保轉換公司債","美國標","2024/01/05","2024/01/09","5,700","100.0","1","570","50","400","2024/01/22","凱基證券股份","624,292,740","0.5","616","25,637","108.5","116.87","109.53","","","113.csv","109.53"
"2024-01-10","世界健身-KY","2762","集中交易市場","第一上市初上市","美國標","2024/01/04","2024/01/08","8,999","114.78","1","1,135","50","400","2024/01/24","永豐金證券","1,209,932,570","5.0","1,307","11,959","118.2","211.0","134.45","","","113.csv","132.0"
"2024-01-10","勤誠一","82101","櫃檯買賣","無擔保轉換公司債","美國標","2024/01/04","2024/01/08","8,974","102.0","1","897","50","400","2024/01/19","元大證券","984,373,650","0.5","862","32,252","108.1","158.0","109.69","","","113.csv","109.69"
"2024-01-10","昱展新藥","6785","櫃檯買賣","初上櫃","美國標","2024/01/04","2024/01/08","7,056","125.0","1","882","50","400","2024/01/24","中國信託綜合","1,267,329,160","5.0","2,295","18,833","174.88","195.0","179.61","","","113.csv","150.0"
"2024-01-09","嘉基二","67152","櫃檯買賣","無擔保轉換公司債","美國標","2024/01/03","2024/01/05","2,550","100.0","1","255","50","400","2024/01/18","中國信託綜合","292,598,840","0.5","848","22,565","113.87","117.38","114.74","","","113.csv","114.74"
"2023-12-29","現觀科","6906","集中交易市場","初上市","美國標","2023/12/25","2023/12/27","2,064","100.0","1","263","50","400","2024/01/15","台新綜合證券","303,973,010","5.0","2,428","21,628","144.88","165.0","147.27","","","112.csv","118.0"
"2023-12-27","兆利二","35482","櫃檯買賣","無擔保轉換公司債","美國標","2023/12/21","2023/12/25","7,200","101.0","1","720","50","400","2024/01/08","永豐金證券","815,044,010","0.5","1,246","42,464","112.12","118.91","113.2","","","112.csv","113.2"
"2023-12-26","宏遠證二","60152","櫃檯買賣","無擔保轉換公司債","美國標","2023/12/20","2023/12/22","6,000","100.0","1","600","50","400","2024/01/05","凱基證券股份","608,160,270","0.5","200","11,413","100.05","107.1","101.36","","","112.csv","101.36"
"2023-12-12","正瀚-創","6534","創新板","創新板初上市","美國標","2023/12/06","2023/12/08","5,145","55.56","1","514","50","400","2023/12/21","富邦綜合證券","411,436,350","5.0","1,028","10,712","75.0","92.5","79.97","","","112.csv","60.0"
"2023-12-08","吉源一-KY","84881","櫃檯買賣","有擔保轉換公司債","美國標","2023/12/04","2023/12/06","2,550","101.0","1","255","50","400","2023/12/19","玉山綜合證券","266,913,480","0.5","191","5,497","102.71","112.83","104.67","","","112.csv","104.67"
"2023-12-07","金萬林","6645","創新板","創新板初上市","美國標","2023/12/01","2023/12/05","2,019","25.0","1","282","50","400","2023/12/21","華南永昌綜合","68,839,140","4.0","352","7,662","31.6","40.0","34.1","","","112.csv","30.0"
"2023-12-07","御頂一","35221","櫃檯買賣","有擔保轉換公司債","美國標","2023/12/01","2023/12/05","1,350","101.0","1","135","50","400","2023/12/18","兆豐證券股份","153,382,480","0.5","260","7,420","112.68","118.0","113.62","","","112.csv","113.62"
"2023-12-05","佳邦三","62843","櫃檯買賣","無擔保轉換公司債","美國標","2023/11/29","2023/12/01","5,950","102.0","1","595","50","400","2023/12/14","台新綜合證券","646,625,280","0.5","809","23,952","107.61","115.0","108.68","","","112.csv","108.68"
"2023-12-04","三商電一","24271","櫃檯買賣","無擔保轉換公司債","美國標","2023/11/28","2023/11/30","4,250","102.0","1","425","50","400","2023/12/13","台新綜合證券","400,144,360","0.5","146","4,322","102.0","118.0","102.68","","","112.csv","102.0"
"2023-12-01","欣新網","2949","櫃檯買賣","初上櫃","美國標","2023/11/27","2023/11/29","1,498","80.36","1","207","50","400","2023/12/15","台新綜合證券","189,832,750","5.0","1,668","11,044","120.8","135.8","126.72","","","112.csv","90.0"
"2023-11-28","寶陞國際","2948","櫃檯買賣","初上櫃","美國標","2023/11/22","2023/11/24","2,297","60.0","1","305","50","400","2023/12/12","兆豐證券股份","181,408,260","5.0","900","9,793","76.0","129.51","78.98","","","112.csv","72.0"
"2023-11-28","天虹","6937","集中交易市場","初上市","美國標","2023/11/22","2023/11/24","4,624","100.0","1","588","50","400","2023/12/12","元大","779,328,250","5.0","2,336","22,871","161.0","196.0","168.54","","","112.csv","115.0"
"2023-11-27","高力四","89964","櫃檯買賣","無擔保轉換公司債","美國標","2023/11/21","2023/11/23","8,500","101.0","1","850","50","400","2023/12/06","兆豐證券股份","967,263,040","0.5","1,031","34,645","111.6","220.0","113.8","","","112.csv","113.8"
"2023-11-24","金像電二","23682","櫃檯買賣","無擔保轉換公司債","美國標","2023/11/20","2023/11/22","34,000","105.0","1","3,400","50","400","2023/12/05","富邦綜合證券","3,643,279,440","0.5","797","42,859","105.12","130.0","107.16","","","112.csv","107.16"
"2023-11-21","伯鑫","6904","櫃檯買賣","初上櫃","美國標","2023/11/15","2023/11/17","1,360","71.05","1","170","50","400","2023/12/05","國泰綜合證券","151,395,700","5.0","1,386","10,775","110.0","116.1","111.32","","","112.csv","81.0"
"2023-11-21","信音三","61263","櫃檯買賣","無擔保轉換公司債","美國標","2023/11/15","2023/11/17","4,750","100.0","1","475","50","400","2023/11/30","大展證券","494,875,580","0.5","257","6,743","102.6","107.0","104.18","","","112.csv","104.18"
"2023-11-21","澤米","6742","集中交易市場","初上市","美國標","2023/11/15","2023/11/17","4,476","40.0","1","569","50","400","2023/12/05","中國信託綜合","237,179,000","5.0","1,091","10,346","50.01","69.0","52.99","","","112.csv","48.0"
"2023-11-21","華凌","6916","集中交易市場","初上市","美國標","2023/11/15","2023/11/17","5,400","20.0","1","705","50","400","2023/12/05","元大","144,926,840","5.0","917","20,763","25.78","45.72","26.84","","","112.csv","24.0"
"2023-11-16","時碩工業三","45663","櫃檯買賣","無擔保轉換公司債","美國標","2023/11/10","2023/11/14","6,935","100.0","1","693","50","400","2023/11/27","凱基證券","736,158,820","0.5","513","17,407","104.21","122.0","106.15","","","112.csv","106.15"
